N,set_cardinality,add_ds_card,mult_ds_card,count
19,5,11,12,2
19,5,11,14,32
19,5,11,15,125
19,5,12,12,10
19,5,12,13,16
19,5,12,14,169
19,5,12,15,1265
19,5,13,12,11
19,5,13,13,9
19,5,13,14,306
19,5,13,15,2051
19,5,14,12,26
19,5,14,13,38
19,5,14,14,849
19,5,14,15,5007
19,5,15,9,1
19,5,15,12,17
19,5,15,13,10
19,5,15,14,230
19,5,15,15,1364
20,5,9,14,9
20,5,9,15,31
20,5,10,12,3
20,5,10,14,7
20,5,10,15,50
20,5,11,12,2
20,5,11,14,36
20,5,11,15,142
20,5,12,12,10
20,5,12,13,16
20,5,12,14,220
20,5,12,15,1514
20,5,13,12,13
20,5,13,13,9
20,5,13,14,361
20,5,13,15,2533
20,5,14,12,29
20,5,14,13,45
20,5,14,14,1117
20,5,14,15,6837
20,5,15,9,1
20,5,15,12,28
20,5,15,13,13
20,5,15,14,386
20,5,15,15,2092
21,5,9,14,9
21,5,9,15,36
21,5,10,12,3
21,5,10,14,7
21,5,10,15,58
21,5,11,12,2
21,5,11,14,38
21,5,11,15,163
21,5,12,12,10
21,5,12,13,16
21,5,12,14,237
21,5,12,15,1825
21,5,13,12,13
21,5,13,13,9
21,5,13,14,382
21,5,13,15,3169
21,5,14,12,32
21,5,14,13,45
21,5,14,14,1381
21,5,14,15,9180
21,5,15,9,1
21,5,15,12,31
21,5,15,13,15
21,5,15,14,518
21,5,15,15,3169
22,5,9,14,9
22,5,9,15,41
22,5,10,12,3
22,5,10,14,7
22,5,10,15,66
22,5,11,12,2
22,5,11,14,40
22,5,11,15,184
22,5,12,12,10
22,5,12,13,16
22,5,12,14,260
22,5,12,15,2182
22,5,13,12,13
22,5,13,13,9
22,5,13,14,422
22,5,13,15,3832
22,5,14,12,33
22,5,14,13,45
22,5,14,14,1582
22,5,14,15,12150
22,5,15,9,1
22,5,15,12,37
22,5,15,13,17
22,5,15,14,684
22,5,15,15,4689
23,5,9,14,9
23,5,9,15,46
23,5,10,12,3
23,5,10,14,7
23,5,10,15,74
23,5,11,12,2
23,5,11,14,40
23,5,11,15,207
23,5,12,12,10
23,5,12,13,16
23,5,12,14,271
23,5,12,15,2595
23,5,13,12,13
23,5,13,13,9
23,5,13,14,439
23,5,13,15,4640
23,5,14,12,33
23,5,14,13,46
23,5,14,14,1715
23,5,14,15,15862
23,5,15,9,1
23,5,15,12,39
23,5,15,13,18
23,5,15,14,811
23,5,15,15,6743
24,5,9,14,10
24,5,9,15,50
24,5,10,12,4
24,5,10,14,8
24,5,10,15,80
24,5,11,12,3
24,5,11,14,48
24,5,11,15,221
24,5,12,12,14
24,5,12,13,21
24,5,12,14,309
24,5,12,15,3008
24,5,13,12,16
24,5,13,13,12
24,5,13,14,498
24,5,13,15,5470
24,5,14,12,39
24,5,14,13,56
24,5,14,14,2164
24,5,14,15,19985
24,5,15,9,1
24,5,15,12,65
24,5,15,13,21
24,5,15,14,1127
24,5,15,15,9274
25,5,9,14,11
25,5,9,15,55
25,5,10,12,4
25,5,10,14,8
25,5,10,15,88
25,5,11,12,3
25,5,11,14,50
25,5,11,15,247
25,5,12,12,14
25,5,12,13,21
25,5,12,14,372
25,5,12,15,3467
25,5,13,12,20
25,5,13,13,15
25,5,13,14,618
25,5,13,15,6361
25,5,14,12,39
25,5,14,13,72
25,5,14,14,2798
25,5,14,15,24741
25,5,15,9,1
25,5,15,12,76
25,5,15,13,31
25,5,15,14,1620
25,5,15,15,12398
26,5,9,14,11
26,5,9,15,61
26,5,10,12,4
26,5,10,14,8
26,5,10,15,98
26,5,11,12,3
26,5,11,14,51
26,5,11,15,276
26,5,12,12,14
26,5,12,13,21
26,5,12,14,395
26,5,12,15,4000
26,5,13,12,20
26,5,13,13,15
26,5,13,14,660
26,5,13,15,7399
26,5,14,12,39
26,5,14,13,72
26,5,14,14,3083
26,5,14,15,30806
26,5,15,9,1
26,5,15,12,85
26,5,15,13,33
26,5,15,14,1975
26,5,15,15,16650
27,5,9,14,12
27,5,9,15,66
27,5,10,12,4
27,5,10,14,10
27,5,10,15,106
27,5,11,12,3
27,5,11,14,53
27,5,11,15,304
27,5,12,12,15
27,5,12,13,24
27,5,12,14,420
27,5,12,15,4579
27,5,13,12,24
27,5,13,13,18
27,5,13,14,713
27,5,13,15,8567
27,5,14,12,74
27,5,14,13,81
27,5,14,14,3620
27,5,14,15,37647
27,5,15,9,1
27,5,15,12,108
27,5,15,13,38
27,5,15,14,2478
27,5,15,15,21765
28,5,9,14,12
28,5,9,15,72
28,5,10,12,4
28,5,10,14,10
28,5,10,15,116
28,5,11,12,3
28,5,11,14,55
28,5,11,15,332
28,5,12,12,15
28,5,12,13,24
28,5,12,14,476
28,5,12,15,5195
28,5,13,12,25
28,5,13,13,18
28,5,13,14,796
28,5,13,15,9787
28,5,14,12,79
28,5,14,13,88
28,5,14,14,4208
28,5,14,15,45529
28,5,15,9,1
28,5,15,12,127
28,5,15,13,45
28,5,15,14,3100
28,5,15,15,28163
29,5,9,14,12
29,5,9,15,79
29,5,10,12,4
29,5,10,14,10
29,5,10,15,126
29,5,11,12,3
29,5,11,14,55
29,5,11,15,362
29,5,12,12,15
29,5,12,13,24
29,5,12,14,491
29,5,12,15,5908
29,5,13,12,25
29,5,13,13,18
29,5,13,14,817
29,5,13,15,11254
29,5,14,12,80
29,5,14,13,88
29,5,14,14,4472
29,5,14,15,54998
29,5,15,9,1
29,5,15,12,131
29,5,15,13,47
29,5,15,14,3426
29,5,15,15,36309
30,5,9,14,14
30,5,9,15,84
30,5,10,12,5
30,5,10,14,10
30,5,10,15,135
30,5,11,12,3
30,5,11,14,60
30,5,11,15,387
30,5,12,12,16
30,5,12,13,24
30,5,12,14,542
30,5,12,15,6630
30,5,13,12,27
30,5,13,13,18
30,5,13,14,937
30,5,13,15,12710
30,5,14,12,85
30,5,14,13,89
30,5,14,14,5117
30,5,14,15,65401
30,5,15,9,1
30,5,15,12,144
30,5,15,13,48
30,5,15,14,4185
30,5,15,15,45834
31,5,9,14,14
31,5,9,15,91
31,5,10,12,5
31,5,10,14,10
31,5,10,15,147
31,5,11,12,3
31,5,11,14,60
31,5,11,15,424
31,5,12,12,16
31,5,12,13,24
31,5,12,14,557
31,5,12,15,7463
31,5,13,12,27
31,5,13,13,18
31,5,13,14,962
31,5,13,15,14398
31,5,14,12,86
31,5,14,13,91
31,5,14,14,5410
31,5,14,15,77715
31,5,15,9,1
31,5,15,12,148
31,5,15,13,48
31,5,15,14,4554
31,5,15,15,57639
32,5,9,14,14
32,5,9,15,98
32,5,10,12,5
32,5,10,14,12
32,5,10,15,157
32,5,11,12,4
32,5,11,14,66
32,5,11,15,454
32,5,12,12,19
32,5,12,13,29
32,5,12,14,630
32,5,12,15,8280
32,5,13,12,31
32,5,13,13,18
32,5,13,14,1084
32,5,13,15,16079
32,5,14,12,95
32,5,14,13,127
32,5,14,14,6357
32,5,14,15,90885
32,5,15,9,2
32,5,15,10,2
32,5,15,11,2
32,5,15,12,186
32,5,15,13,85
32,5,15,14,5660
32,5,15,15,70995
33,5,9,14,14
33,5,9,15,106
33,5,10,12,5
33,5,10,14,12
33,5,10,15,169
33,5,11,12,4
33,5,11,14,68
33,5,11,15,489
33,5,12,12,19
33,5,12,13,29
33,5,12,14,646
33,5,12,15,9228
33,5,13,12,31
33,5,13,13,18
33,5,13,14,1118
33,5,13,15,18064
33,5,14,12,102
33,5,14,13,127
33,5,14,14,6940
33,5,14,15,106229
33,5,15,9,2
33,5,15,10,2
33,5,15,11,2
33,5,15,12,191
33,5,15,13,89
33,5,15,14,6430
33,5,15,15,87202
34,5,9,14,14
34,5,9,15,114
34,5,10,12,5
34,5,10,14,12
34,5,10,15,181
34,5,11,12,4
34,5,11,14,68
34,5,11,15,526
34,5,12,12,19
34,5,12,13,29
34,5,12,14,680
34,5,12,15,10238
34,5,13,12,31
34,5,13,13,18
34,5,13,14,1177
34,5,13,15,20120
34,5,14,12,102
34,5,14,13,128
34,5,14,14,7384
34,5,14,15,123446
34,5,15,9,2
34,5,15,10,2
34,5,15,11,2
34,5,15,12,205
34,5,15,13,92
34,5,15,14,7234
34,5,15,15,106423
35,5,9,14,15
35,5,9,15,121
35,5,10,12,5
35,5,10,14,12
35,5,10,15,193
35,5,11,12,4
35,5,11,14,70
35,5,11,15,561
35,5,12,12,19
35,5,12,13,29
35,5,12,14,712
35,5,12,15,11320
35,5,13,12,32
35,5,13,13,18
35,5,13,14,1242
35,5,13,15,22365
35,5,14,12,104
35,5,14,13,128
35,5,14,14,8028
35,5,14,15,142596
35,5,15,9,2
35,5,15,10,2
35,5,15,11,2
35,5,15,12,212
35,5,15,13,96
35,5,15,14,8145
35,5,15,15,128599
36,5,9,14,17
36,5,9,15,127
36,5,10,12,6
36,5,10,14,14
36,5,10,15,204
36,5,11,12,4
36,5,11,14,76
36,5,11,15,594
36,5,12,12,21
36,5,12,13,37
36,5,12,14,815
36,5,12,15,12375
36,5,13,12,39
36,5,13,13,25
36,5,13,14,1447
36,5,13,15,24539
36,5,14,12,118
36,5,14,13,165
36,5,14,14,9823
36,5,14,15,162650
36,5,15,9,2
36,5,15,10,2
36,5,15,11,2
36,5,15,12,256
36,5,15,13,146
36,5,15,14,10723
36,5,15,15,152765
37,5,9,14,17
37,5,9,15,136
37,5,10,12,6
37,5,10,14,14
37,5,10,15,218
37,5,11,12,4
37,5,11,14,76
37,5,11,15,638
37,5,12,12,21
37,5,12,13,37
37,5,12,14,828
37,5,12,15,13624
37,5,13,12,39
37,5,13,13,25
37,5,13,14,1468
37,5,13,15,27150
37,5,14,12,119
37,5,14,13,165
37,5,14,14,10192
37,5,14,15,186488
37,5,15,9,2
37,5,15,10,2
37,5,15,11,2
37,5,15,12,261
37,5,15,13,150
37,5,15,14,11522
37,5,15,15,182693
38,5,9,14,17
38,5,9,15,145
38,5,10,12,6
38,5,10,14,14
38,5,10,15,232
38,5,11,12,4
38,5,11,14,76
38,5,11,15,682
38,5,12,12,21
38,5,12,13,37
38,5,12,14,865
38,5,12,15,14909
38,5,13,12,39
38,5,13,13,25
38,5,13,14,1531
38,5,13,15,29833
38,5,14,12,119
38,5,14,13,167
38,5,14,14,10741
38,5,14,15,212491
38,5,15,9,2
38,5,15,10,2
38,5,15,11,2
38,5,15,12,276
38,5,15,13,152
38,5,15,14,12687
38,5,15,15,216867
39,5,9,14,17
39,5,9,15,154
39,5,10,12,6
39,5,10,14,14
39,5,10,15,246
39,5,11,12,4
39,5,11,14,77
39,5,11,15,725
39,5,12,12,21
39,5,12,13,37
39,5,12,14,879
39,5,12,15,16295
39,5,13,12,39
39,5,13,13,25
39,5,13,14,1555
39,5,13,15,32777
39,5,14,12,120
39,5,14,13,167
39,5,14,14,11469
39,5,14,15,241112
39,5,15,9,2
39,5,15,10,2
39,5,15,11,2
39,5,15,12,289
39,5,15,13,156
39,5,15,14,14010
39,5,15,15,255557
40,5,9,14,18
40,5,9,15,162
40,5,10,12,6
40,5,10,14,15
40,5,10,15,259
40,5,11,12,5
40,5,11,14,85
40,5,11,15,760
40,5,12,12,24
40,5,12,13,37
40,5,12,14,970
40,5,12,15,17697
40,5,13,12,43
40,5,13,13,25
40,5,13,14,1662
40,5,13,15,35748
40,5,14,12,125
40,5,14,13,179
40,5,14,14,12682
40,5,14,15,271794
40,5,15,9,2
40,5,15,10,2
40,5,15,11,2
40,5,15,12,351
40,5,15,13,171
40,5,15,14,16126
40,5,15,15,299058
41,5,9,14,18
41,5,9,15,172
41,5,10,12,6
41,5,10,14,15
41,5,10,15,275
41,5,11,12,5
41,5,11,14,85
41,5,11,15,806
41,5,12,12,24
41,5,12,13,37
41,5,12,14,991
41,5,12,15,19250
41,5,13,12,43
41,5,13,13,25
41,5,13,14,1689
41,5,13,15,39065
41,5,14,12,125
41,5,14,13,179
41,5,14,14,13136
41,5,14,15,306346
41,5,15,9,2
41,5,15,10,2
41,5,15,11,2
41,5,15,12,358
41,5,15,13,175
41,5,15,14,17060
41,5,15,15,349507
42,5,9,14,19
42,5,9,15,181
42,5,10,12,7
42,5,10,14,15
42,5,10,15,290
42,5,11,12,5
42,5,11,14,89
42,5,11,15,848
42,5,12,12,24
42,5,12,13,37
42,5,12,14,1045
42,5,12,15,20836
42,5,13,12,44
42,5,13,13,25
42,5,13,14,1830
42,5,13,15,42395
42,5,14,12,134
42,5,14,13,179
42,5,14,14,14301
42,5,14,15,343144
42,5,15,9,2
42,5,15,10,2
42,5,15,11,2
42,5,15,12,374
42,5,15,13,179
42,5,15,14,19227
42,5,15,15,405434
43,5,9,14,19
43,5,9,15,191
43,5,10,12,7
43,5,10,14,15
43,5,10,15,306
43,5,11,12,5
43,5,11,14,89
43,5,11,15,899
43,5,12,12,24
43,5,12,13,37
43,5,12,14,1056
43,5,12,15,22587
43,5,13,12,44
43,5,13,13,25
43,5,13,14,1848
43,5,13,15,46060
43,5,14,12,134
43,5,14,13,179
43,5,14,14,14725
43,5,14,15,384184
43,5,15,9,2
43,5,15,10,2
43,5,15,11,2
43,5,15,12,381
43,5,15,13,183
43,5,15,14,20322
43,5,15,15,469272
44,5,9,14,19
44,5,9,15,201
44,5,10,12,7
44,5,10,14,15
44,5,10,15,322
44,5,11,12,5
44,5,11,14,91
44,5,11,15,948
44,5,12,12,24
44,5,12,13,37
44,5,12,14,1139
44,5,12,15,24336
44,5,13,12,44
44,5,13,13,25
44,5,13,14,1918
44,5,13,15,49805
44,5,14,12,135
44,5,14,13,179
44,5,14,14,15827
44,5,14,15,427851
44,5,15,9,2
44,5,15,10,2
44,5,15,11,2
44,5,15,12,421
44,5,15,13,207
44,5,15,14,22919
44,5,15,15,539527
45,5,9,14,21
45,5,9,15,210
45,5,10,12,7
45,5,10,14,17
45,5,10,15,336
45,5,11,12,5
45,5,11,14,94
45,5,11,15,996
45,5,12,12,26
45,5,12,13,40
45,5,12,14,1180
45,5,12,15,26208
45,5,13,12,46
45,5,13,13,32
45,5,13,14,2044
45,5,13,15,53813
45,5,14,12,149
45,5,14,13,191
45,5,14,14,17701
45,5,14,15,474547
45,5,15,9,2
45,5,15,10,2
45,5,15,11,2
45,5,15,12,448
45,5,15,13,219
45,5,15,14,26111
45,5,15,15,617312
46,5,9,14,21
46,5,9,15,221
46,5,10,12,7
46,5,10,14,17
46,5,10,15,354
46,5,11,12,5
46,5,11,14,94
46,5,11,15,1049
46,5,12,12,26
46,5,12,13,40
46,5,12,14,1223
46,5,12,15,28189
46,5,13,12,46
46,5,13,13,32
46,5,13,14,2117
46,5,13,15,58003
46,5,14,12,150
46,5,14,13,192
46,5,14,14,18381
46,5,14,15,526043
46,5,15,9,2
46,5,15,10,2
46,5,15,11,2
46,5,15,12,465
46,5,15,13,222
46,5,15,14,28053
46,5,15,15,705798
47,5,9,14,21
47,5,9,15,232
47,5,10,12,7
47,5,10,14,17
47,5,10,15,372
47,5,11,12,5
47,5,11,14,94
47,5,11,15,1102
47,5,12,12,26
47,5,12,13,40
47,5,12,14,1241
47,5,12,15,30291
47,5,13,12,46
47,5,13,13,32
47,5,13,14,2147
47,5,13,15,62506
47,5,14,12,150
47,5,14,13,192
47,5,14,14,18859
47,5,14,15,582129
47,5,15,9,2
47,5,15,10,2
47,5,15,11,2
47,5,15,12,472
47,5,15,13,226
47,5,15,14,29427
47,5,15,15,804299
48,5,9,14,22
48,5,9,15,242
48,5,10,12,8
48,5,10,14,19
48,5,10,15,387
48,5,11,12,6
48,5,11,14,104
48,5,11,15,1144
48,5,12,12,30
48,5,12,13,50
48,5,12,14,1343
48,5,12,15,32371
48,5,13,12,50
48,5,13,13,35
48,5,13,14,2307
48,5,13,15,67018
48,5,14,12,165
48,5,14,13,225
48,5,14,14,21109
48,5,14,15,640429
48,5,15,9,3
48,5,15,10,2
48,5,15,11,2
48,5,15,12,560
48,5,15,13,334
48,5,15,14,34297
48,5,15,15,910042
49,5,9,14,22
49,5,9,15,254
49,5,10,12,8
49,5,10,14,19
49,5,10,15,405
49,5,11,12,6
49,5,11,14,106
49,5,11,15,1200
49,5,12,12,30
49,5,12,13,50
49,5,12,14,1446
49,5,12,15,34602
49,5,13,12,56
49,5,13,13,35
49,5,13,14,2533
49,5,13,15,71784
49,5,14,12,165
49,5,14,13,256
49,5,14,14,23950
49,5,14,15,702781
49,5,15,9,3
49,5,15,10,2
49,5,15,11,2
49,5,15,12,592
49,5,15,13,368
49,5,15,14,39962
49,5,15,15,1026247
50,5,9,14,23
50,5,9,15,265
50,5,10,12,8
50,5,10,14,19
50,5,10,15,423
50,5,11,12,6
50,5,11,14,110
50,5,11,15,1254
50,5,12,12,30
50,5,12,13,50
50,5,12,14,1567
50,5,12,15,36899
50,5,13,12,63
50,5,13,13,38
50,5,13,14,2775
50,5,13,15,76670
50,5,14,12,168
50,5,14,13,273
50,5,14,14,26548
50,5,14,15,769823
50,5,15,9,3
50,5,15,10,2
50,5,15,11,2
50,5,15,12,638
50,5,15,13,414
50,5,15,14,45652
50,5,15,15,1155037
51,5,9,14,23
51,5,9,15,277
51,5,10,12,8
51,5,10,14,19
51,5,10,15,443
51,5,11,12,6
51,5,11,14,110
51,5,11,15,1314
51,5,12,12,30
51,5,12,13,50
51,5,12,14,1585
51,5,12,15,39397
51,5,13,12,63
51,5,13,13,38
51,5,13,14,2804
51,5,13,15,82061
51,5,14,12,171
51,5,14,13,274
51,5,14,14,27700
51,5,14,15,843667
51,5,15,9,3
51,5,15,10,2
51,5,15,11,2
51,5,15,12,653
51,5,15,13,419
51,5,15,14,48687
51,5,15,15,1299254
52,5,9,14,23
52,5,9,15,289
52,5,10,12,8
52,5,10,14,19
52,5,10,15,463
52,5,11,12,6
52,5,11,14,111
52,5,11,15,1373
52,5,12,12,30
52,5,12,13,50
52,5,12,14,1679
52,5,12,15,41947
52,5,13,12,63
52,5,13,13,38
52,5,13,14,2897
52,5,13,15,87540
52,5,14,12,173
52,5,14,13,274
52,5,14,14,29108
52,5,14,15,921969
52,5,15,9,3
52,5,15,10,2
52,5,15,11,2
52,5,15,12,701
52,5,15,13,449
52,5,15,14,53233
52,5,15,15,1456510
53,5,9,14,23
53,5,9,15,302
53,5,10,12,8
53,5,10,14,19
53,5,10,15,483
53,5,11,12,6
53,5,11,14,111
53,5,11,15,1433
53,5,12,12,30
53,5,12,13,50
53,5,12,14,1694
53,5,12,15,44680
53,5,13,12,63
53,5,13,13,38
53,5,13,14,2921
53,5,13,15,93480
53,5,14,12,174
53,5,14,13,274
53,5,14,14,29768
53,5,14,15,1006668
53,5,15,9,3
53,5,15,10,2
53,5,15,11,2
53,5,15,12,708
53,5,15,13,455
53,5,15,14,55511
53,5,15,15,1630779
54,5,9,14,25
54,5,9,15,313
54,5,10,12,9
54,5,10,14,21
54,5,10,15,500
54,5,11,12,6
54,5,11,14,115
54,5,11,15,1489
54,5,12,12,31
54,5,12,13,53
54,5,12,14,1766
54,5,12,15,47438
54,5,13,12,70
54,5,13,13,44
54,5,13,14,3142
54,5,13,15,99376
54,5,14,12,220
54,5,14,13,307
54,5,14,14,31906
54,5,14,15,1095071
54,5,15,9,3
54,5,15,10,2
54,5,15,11,2
54,5,15,12,814
54,5,15,13,476
54,5,15,14,61418
54,5,15,15,1817893
55,5,9,14,26
55,5,9,15,325
55,5,10,12,9
55,5,10,14,21
55,5,10,15,520
55,5,11,12,6
55,5,11,14,117
55,5,11,15,1552
55,5,12,12,31
55,5,12,13,53
55,5,12,14,1804
55,5,12,15,50390
55,5,13,12,70
55,5,13,13,44
55,5,13,14,3197
55,5,13,15,105748
55,5,14,12,221
55,5,14,13,307
55,5,14,14,33297
55,5,14,15,1190523
55,5,15,9,3
55,5,15,10,2
55,5,15,11,2
55,5,15,12,831
55,5,15,13,482
55,5,15,14,65177
55,5,15,15,2024003
56,5,9,14,26
56,5,9,15,338
56,5,10,12,9
56,5,10,14,22
56,5,10,15,541
56,5,11,12,7
56,5,11,14,123
56,5,11,15,1612
56,5,12,12,34
56,5,12,13,53
56,5,12,14,1918
56,5,12,15,53347
56,5,13,12,73
56,5,13,13,44
56,5,13,14,3356
56,5,13,15,112169
56,5,14,12,228
56,5,14,13,315
56,5,14,14,35428
56,5,14,15,1290957
56,5,15,9,3
56,5,15,10,2
56,5,15,11,2
56,5,15,12,928
56,5,15,13,511
56,5,15,14,70943
56,5,15,15,2246827
57,5,9,14,26
57,5,9,15,352
57,5,10,12,9
57,5,10,14,22
57,5,10,15,563
57,5,11,12,7
57,5,11,14,123
57,5,11,15,1679
57,5,12,12,34
57,5,12,13,53
57,5,12,14,1942
57,5,12,15,56519
57,5,13,12,73
57,5,13,13,44
57,5,13,14,3386
57,5,13,15,119118
57,5,14,12,228
57,5,14,13,317
57,5,14,14,36761
57,5,14,15,1398922
57,5,15,9,3
57,5,15,10,2
57,5,15,11,2
57,5,15,12,951
57,5,15,13,515
57,5,15,14,74916
57,5,15,15,2490539
58,5,9,14,26
58,5,9,15,366
58,5,10,12,9
58,5,10,14,22
58,5,10,15,585
58,5,11,12,7
58,5,11,14,123
58,5,11,15,1746
58,5,12,12,34
58,5,12,13,53
58,5,12,14,1994
58,5,12,15,59807
58,5,13,12,73
58,5,13,13,44
58,5,13,14,3466
58,5,13,15,126189
58,5,14,12,229
58,5,14,13,317
58,5,14,14,37802
58,5,14,15,1513208
58,5,15,9,3
58,5,15,10,2
58,5,15,11,2
58,5,15,12,975
58,5,15,13,521
58,5,15,14,78785
58,5,15,15,2755728
59,5,9,14,26
59,5,9,15,380
59,5,10,12,9
59,5,10,14,22
59,5,10,15,607
59,5,11,12,7
59,5,11,14,123
59,5,11,15,1813
59,5,12,12,34
59,5,12,13,53
59,5,12,14,2016
59,5,12,15,63247
59,5,13,12,73
59,5,13,13,44
59,5,13,14,3497
59,5,13,15,133653
59,5,14,12,229
59,5,14,13,317
59,5,14,14,38598
59,5,14,15,1635170
59,5,15,9,3
59,5,15,10,2
59,5,15,11,2
59,5,15,12,986
59,5,15,13,527
59,5,15,14,81584
59,5,15,15,3043364
60,5,9,14,28
60,5,9,15,392
60,5,10,12,10
60,5,10,14,22
60,5,10,15,628
60,5,11,12,7
60,5,11,14,132
60,5,11,15,1871
60,5,12,12,36
60,5,12,13,58
60,5,12,14,2163
60,5,12,15,66651
60,5,13,12,78
60,5,13,13,46
60,5,13,14,3731
60,5,13,15,141091
60,5,14,12,240
60,5,14,13,327
60,5,14,14,41521
60,5,14,15,1761636
60,5,15,9,3
60,5,15,10,2
60,5,15,11,2
60,5,15,12,1048
60,5,15,13,558
60,5,15,14,89984
60,5,15,15,3349247
61,5,9,14,28
61,5,9,15,407
